num_samples,split,prompt_pair,mean_text_embedding_cosine,mean_text_embedding_delta_norm,mean_state_normalized_mse,mean_intermediate_mask_logit_normalized_mse,mean_intermediate_soft_dice,mean_intermediate_binary_dice,mean_intermediate_probability_mae,mean_intermediate_target_to_source_foreground_ratio,mean_final_soft_dice,mean_final_binary_dice,mean_final_probability_mae,mean_final_target_to_source_foreground_ratio,intermediate_both_empty_count,intermediate_source_to_empty_collapse_count,final_both_empty_count,final_source_to_empty_collapse_count
16,train,liver -> liver organ,0.9665619730949402,35.05427551269531,0.0044482562407210935,0.0013970003618624105,0.9306948892772198,0.9748451076447964,0.0008469383219609649,0.7731637835961629,0.9440008737146854,0.985523384064436,0.0006849003486877394,0.7890307572007871,3,0,3,0
16,train,liver -> segment the liver,0.652979850769043,113.48493957519531,0.1104006105742883,0.03252894436081988,0.7077357334653693,0.7185799042472456,0.00881098115497866,0.4559953994954847,0.7524021410880645,0.7734677046578728,0.006814972191932674,0.5355584571001745,3,2,3,2
16,train,liver -> the liver,0.9907225370407104,18.397459030151367,0.002246819904030417,0.0013364236908728344,0.9350253604352474,0.9761332459747791,0.0010087150676617604,0.8534822481636137,0.9439443163573742,0.9868712387979031,0.0007079017705109509,0.8099581451876503,3,0,3,0
16,train,liver -> the liver organ,0.9619531035423279,37.39681625366211,0.004768899165355833,0.0007695226513533271,0.933173518627882,0.9706769473850727,0.0010171387311995739,0.8334900131419651,0.9443414956331253,0.986884132027626,0.0007911734796835132,0.800013783411093,3,0,3,0
16,train,the liver -> liver,0.9907225370407104,18.397459030151367,0.002187483180023264,0.001242213742216336,0.9350253604352474,0.9761332459747791,0.0010087150676617604,0.7769589985822064,0.9439443163573742,0.9868712387979031,0.0007079017705109509,0.8153418785469342,3,0,3,0
16,val,liver -> liver organ,0.9665619730949402,35.05427551269531,0.04637889826335595,0.022033967492006923,0.7877308686895588,0.8192461714530959,0.0037499169202657025,0.5514375795165576,0.8099502199332721,0.8549665857574964,0.004172716752691506,0.5888459710150837,4,2,4,1
16,val,liver -> segment the liver,0.652979850769043,113.48493957519531,0.12685801682528108,0.04720845373958582,0.6437151422706776,0.6534249967873129,0.009020338286141563,0.34629085106647284,0.6709014242522244,0.6901485221467313,0.008681414299644625,0.39121790261676,4,3,4,2
16,val,liver -> the liver,0.9907225370407104,18.397459030151367,0.008811194888949103,0.004574465459199928,0.8838597061112523,0.921475883340463,0.0023286438445475057,0.7093262494471867,0.8827248085290194,0.9428593721240759,0.0022222964071261448,0.6853744514614741,4,0,4,0
16,val,liver -> the liver organ,0.9619531035423279,37.39681625366211,0.031378785795823205,0.01211716135367169,0.8575427831949405,0.8868279645088102,0.002615662541822624,0.633291298766022,0.8543325960639434,0.907761156559276,0.0030984183713372478,0.6456751734596408,4,1,4,1
16,val,the liver -> liver,0.9907225370407104,18.397459030151367,0.011460350758170534,0.006398282528152777,0.8838597061112523,0.921475883340463,0.0023286438445475057,5.1818160779837275,0.8827248085290194,0.9428593721240759,0.0022222964071261448,0.992118041505809,4,0,4,0
